actor(0, 3) = 0.3488992154598236
actor(1, 3) = 0.43934494256973267
actor(1, 4) = 0.32078632712364197
actor(4, 3) = 0.35203638672828674
goal(2, 1) = 0.26974979043006897
goal(2, 3) = 0.32278144359588623
goal(3, 0) = 0.26455989480018616
goal(4, 2) = 0.263644278049469
enemy(0, 1) = 0.23667116463184357
enemy(2, 2) = 0.23952291905879974
enemy(2, 3) = 0.23352718353271484
enemy(2, 4) = 0.24671632051467896
enemy(3, 1) = 0.23802302777767181
enemy(3, 2) = 0.2339276522397995
enemy(3, 3) = 0.260940819978714
enemy(3, 4) = 0.23908236622810364
