actor(0, 2) = 0.29653993248939514
actor(3, 0) = 0.35521823167800903
actor(3, 4) = 0.3008151054382324
actor(4, 2) = 0.305031955242157
goal(0, 0) = 0.2636328637599945
goal(0, 2) = 0.2742726504802704
goal(0, 4) = 0.2655346989631653
goal(3, 1) = 0.2740590274333954
enemy(1, 0) = 0.2931109368801117
enemy(1, 2) = 0.3261703550815582
enemy(1, 3) = 0.30030229687690735
enemy(1, 4) = 0.26803451776504517
enemy(2, 2) = 0.2732689380645752
enemy(3, 0) = 0.30667436122894287
enemy(3, 3) = 0.27211952209472656
enemy(4, 4) = 0.3208014667034149
