actor(0, 2) = 0.4155355393886566
actor(1, 1) = 0.375809907913208
actor(2, 3) = 0.3345632255077362
actor(4, 0) = 0.3270569443702698
goal(1, 3) = 0.3334071636199951
goal(2, 1) = 0.28736913204193115
goal(2, 2) = 0.27427196502685547
goal(4, 1) = 0.27372169494628906
enemy(0, 0) = 0.249380961060524
enemy(0, 1) = 0.24417553842067719
enemy(0, 3) = 0.2651378810405731
enemy(3, 0) = 0.23634874820709229
enemy(3, 2) = 0.23478303849697113
enemy(3, 3) = 0.2526957094669342
enemy(4, 3) = 0.26363033056259155
enemy(4, 4) = 0.23888300359249115
