actor(0, 2) = 0.2909964323043823
actor(2, 4) = 0.30103859305381775
actor(3, 3) = 0.29303133487701416
actor(4, 4) = 0.2901216149330139
goal(1, 4) = 0.2625485956668854
goal(2, 3) = 0.27059924602508545
goal(3, 3) = 0.2876700758934021
goal(4, 2) = 0.25922611355781555
enemy(0, 0) = 0.2625768482685089
enemy(0, 1) = 0.29704993963241577
enemy(0, 3) = 0.43916139006614685
enemy(1, 0) = 0.27161210775375366
enemy(1, 2) = 0.3324228823184967
enemy(2, 1) = 0.2860315144062042
enemy(2, 4) = 0.27244144678115845
enemy(3, 2) = 0.31534242630004883
