actor(0, 2) = 0.30631497502326965
actor(2, 1) = 0.4552750587463379
actor(3, 4) = 0.31475505232810974
actor(4, 0) = 0.34529057145118713
goal(0, 4) = 0.26684001088142395
goal(1, 4) = 0.26773801445961
goal(3, 1) = 0.31209835410118103
goal(3, 3) = 0.27350321412086487
enemy(0, 1) = 0.25595319271087646
enemy(1, 0) = 0.2563810646533966
enemy(1, 1) = 0.25398680567741394
enemy(1, 2) = 0.2566640079021454
enemy(2, 0) = 0.2445652335882187
enemy(2, 2) = 0.2511478066444397
enemy(3, 2) = 0.3017657697200775
enemy(4, 2) = 0.2498457431793213
