actor(0, 2) = 0.40468886494636536
actor(1, 2) = 0.533936619758606
actor(2, 4) = 0.3185972273349762
actor(4, 3) = 0.3399009704589844
goal(1, 3) = 0.31539052724838257
goal(2, 2) = 0.25381237268447876
goal(3, 3) = 0.25706538558006287
goal(3, 4) = 0.26038140058517456
enemy(1, 1) = 0.2653428018093109
enemy(1, 3) = 0.23716802895069122
enemy(1, 4) = 0.24526380002498627
enemy(2, 0) = 0.30196163058280945
enemy(2, 3) = 0.24811264872550964
enemy(3, 0) = 0.2446581870317459
enemy(3, 3) = 0.24027208983898163
enemy(4, 2) = 0.2503967583179474
