actor(0, 2) = 0.29791125655174255
actor(2, 4) = 0.38452762365341187
actor(3, 4) = 0.2980288565158844
actor(4, 2) = 0.31172239780426025
goal(3, 1) = 0.2916465401649475
goal(3, 4) = 0.2570560574531555
goal(4, 0) = 0.2964741587638855
goal(4, 3) = 0.26343849301338196
enemy(0, 3) = 0.25421181321144104
enemy(0, 4) = 0.25856590270996094
enemy(2, 1) = 0.2609610855579376
enemy(2, 2) = 0.2768874168395996
enemy(2, 3) = 0.25195544958114624
enemy(3, 0) = 0.2542079985141754
enemy(3, 2) = 0.26444917917251587
enemy(3, 3) = 0.297506719827652
