actor(0, 1) = 0.34710928797721863
actor(1, 2) = 0.4807673692703247
actor(3, 0) = 0.4056597054004669
actor(3, 2) = 0.3553048372268677
goal(1, 0) = 0.27941396832466125
goal(2, 0) = 0.2947511672973633
goal(2, 4) = 0.32372918725013733
goal(3, 4) = 0.28556516766548157
enemy(1, 0) = 0.2925853133201599
enemy(1, 1) = 0.23306678235530853
enemy(1, 3) = 0.23438790440559387
enemy(2, 1) = 0.24816565215587616
enemy(2, 2) = 0.24248570203781128
enemy(2, 3) = 0.2381560504436493
enemy(3, 4) = 0.23267975449562073
enemy(4, 3) = 0.2308831512928009
